"","logFC","AveExpr","t","P.Value","adj.P.Val","B","shift"
"TRICHOSTATINA_Custom Clinical",0.384652173913043,0.419958333333333,4.20854941942544,0.000471050926480903,0.00155232691681207,-0.85861864709181,0.0522142857142857
"PIK75_Custom Clinical",0.520420289855072,0.364458333333333,4.19731409626612,0.000483312838301431,0.00155734136786017,-0.88426331633285,0.00914285714285714
"LESTAURTINIB_Custom Clinical",0.401471014492754,0.433833333333333,4.07240527190355,0.000643248255807213,0.00202763037156621,-1.16916649477717,0.0442142857142857
"ISOX_Broad",0.355210144927536,0.291583333333333,4.05414840709852,0.000670706813692636,0.00205224323314945,-1.21076788763732,0.0242142857142857
"VINCRISTINE_Broad",0.285260869565217,0.369083333333333,4.041075282959,0.000691087444485691,0.00205224323314945,-1.24054934868971,0.0195714285714286
"PACLITAXEL_NCI_Onc_AOD",0.268543478260869,0.178333333333333,4.03954287214523,0.000693516678788434,0.00205224323314945,-1.24403983474809,-0.00871428571428571
"17DMAG_Custom Clinical",0.389905797101449,0.487208333333333,3.94733278857515,0.000856565830123725,0.0024840409073588,-1.45387669497112,0.0464285714285714
"VORINOSTAT_NCI_Onc_AOD",0.298355072463768,0.284791666666667,3.93099974196872,0.000889208344222562,0.00252814137082885,-1.49099940102474,0.0402857142857143
"PKC412_Custom Clinical",0.294789855072464,0.343291666666667,3.8572254783052,0.00105282684771337,0.00293576717150845,-1.65847546452577,0.0435
"ABT869_Custom Clinical",0.302166666666667,0.275708333333333,3.83792336382376,0.00110038226005944,0.00301047976808716,-1.70223340714164,0.0559285714285714
"DECITABINE_NCI_Onc_AOD",0.36686231884058,0.332,3.82909399632349,0.00112284326450161,0.00301504209912468,-1.72224059518107,-0.00121428571428571
"DOCETAXEL_NCI_Onc_AOD",0.310615942028986,0.219791666666667,3.80889972082682,0.00117594700139573,0.00310022391277055,-1.76797839513591,-0.0139285714285714
"AZD7762_Custom Clinical",0.409101449275362,0.381041666666667,3.78455634547016,0.00124329526608617,0.00318426373990597,-1.82307097210956,0.0930714285714286
"GEMCITABINEHYDROCHLORIDE_NCI_Onc_AOD",0.287760869565217,0.298708333333333,3.78159522461346,0.00125174505637683,0.00318426373990597,-1.82976913809506,0.0275
"DOCETAXEL_Broad",0.22218115942029,0.183875,3.71203720517866,0.00146751745787248,0.00366879364468119,-1.98689306317951,-0.0224285714285714
"AZACITIDINE_NCI_Onc_AOD",0.311347826086956,0.375125,3.63614799142436,0.00174521907841306,0.00428909773508294,-2.1577900254014,0.0568571428571429
"APICIDIN_Broad",0.290949275362319,0.193,3.57861537344211,0.00198991008214431,0.00474479258305322,-2.28693336835053,-0.013
"PI103HYDROCHLORIDE_Broad",0.269260869565217,0.249583333333333,3.5772558627908,0.00199608515562929,0.00474479258305322,-2.28998037573152,-0.0716428571428571
"KX2391_Broad",0.244717391304348,0.281041666666667,3.51034139619763,0.00232461159983182,0.00543659164476797,-2.4396664909736,-0.00628571428571429
"VINCRISTINESULFATE_NCI_Onc_AOD",0.275623188405797,0.411416666666667,3.47400075459383,0.00252484336514194,0.00581114742770764,-2.52071144190185,0.013
"AZACITIDINE_Broad",0.281195652173913,0.394458333333333,3.42284569852561,0.00283579896614696,0.00638166448208919,-2.63447487482592,0.0323571428571428
"TRICIRIBINE_Custom Clinical",0.216971014492754,0.380125,3.41898429967369,0.00286074614714343,0.00638166448208919,-2.6430463558874,-0.0133571428571429
"CLOFARABINE_NCI_Onc_AOD",0.258166666666667,0.235458333333333,3.35800153639458,0.00328458728779901,0.00721613873834631,-2.77810340019382,0.0897857142857143
"VINBLASTINESULFATE_NCI_Onc_AOD",0.257724637681159,0.375375,3.31499961609684,0.00361994800084199,0.00778974072180839,-2.87296864922083,0.0240714285714286
"AT13387_Broad",0.319869565217391,0.388666666666667,3.31096072049725,0.00365311978677911,0.00778974072180839,-2.88186225127154,0.0055
"CABAZITAXEL_NCI_Onc_AOD",0.20031884057971,0.12275,3.28174890080547,0.00390207002034978,0.00820000221667707,-2.94609927513133,-0.032
"GEMCITABINE_Broad",0.243014492753623,0.249125,3.26798951866975,0.00402501488318776,0.00833753082946037,-2.97630220415426,0.0454285714285714
"PXD101_Custom Clinical",0.242420289855072,0.228875,3.25637212399452,0.00413176578170006,0.00840274037157813,-3.00177572697835,0.0537857142857143
"CYTARABINEHYDROCHLORIDE_NCI_Onc_AOD",0.234413043478261,0.232833333333333,3.24959423135271,0.0041953213003541,0.00840274037157813,-3.01662583093306,0.0728571428571429
"MITOXANTRONE_NCI_Onc_AOD",0.439847826086956,0.34,3.24590190081909,0.00423034515258761,0.00840274037157813,-3.02471188881894,-0.00257142857142856
"CD437_Broad",0.292478260869565,0.106208333333333,3.23665263048555,0.00431933963496945,0.00846357090635906,-3.04495588509877,-0.057
"TOSEDOSTAT_Broad",0.226485507246377,0.340666666666667,3.06780602996372,0.0063046869210701,0.0121890613807355,-3.41139515177216,-0.0396428571428571
"OSI027_Broad",0.176478260869565,0.324916666666667,2.98537324045597,0.00757212902605987,0.014446825115509,-3.58792511685461,-0.0598571428571429
"JNKINHIBITORX_Custom Clinical",0.18713768115942,0.277958333333333,2.93990030857436,0.00837337751556825,0.0157680485682779,-3.68456643188083,0.012
"CLOFARABINE_Broad",0.246608695652174,0.231791666666667,2.91810285347331,0.00878588750048599,0.0163327395842368,-3.73069544088691,0.0965714285714286
"MITOMYCIN_Broad",0.538659420289855,0.231041666666667,2.93885087122439,0.00912851608615312,0.0167548712973697,-3.73607684912171,-0.0335
"TEMSIROLIMUS_Custom Clinical",0.165934782608696,0.2755,2.66867688033895,0.0151332257150818,0.0274289716085858,-4.2485153665008,-0.000857142857142853
"LINIFANIB_Broad",0.187724637681159,0.227708333333333,2.64655574456208,0.0158706476510074,0.0284104186345193,-4.29346550808458,0.0215714285714286
"BELINOSTAT_Broad",0.288869565217391,0.308458333333333,2.6253886898443,0.0166080809013394,0.0293679479352953,-4.33631519926253,-0.00621428571428572
"OLIGOMYCINA_Broad",0.23018115942029,0.473791666666667,2.55802618468252,0.0191767131290763,0.0335014867917597,-4.47159489461383,0.00985714285714285
"PEVONEDISTAT_Broad",0.260405797101449,0.24325,2.54831128537671,0.0195767281187428,0.0337931616335441,-4.49096456275309,0.179714285714286
"CAY10603_Broad",0.313217391304348,0.262625,2.50428606833359,0.0214899917464568,0.0363380669517835,-4.57828498236896,0.0591428571428571
"VINORELBINETARTRATE_NCI_Onc_AOD",0.179608695652174,0.2045,2.50291666968733,0.021552232812782,0.0363380669517835,-4.58098887324836,-0.00471428571428571
"MLN4924_Broad",0.248630434782609,0.252833333333333,2.4265177127145,0.0253051323853767,0.0421752206422945,-4.73063533484222,0.149285714285714
"RIGOSERTIB_Broad",0.164384057971014,0.2815,2.32981197223838,0.0309312480391,0.050966260973517,-4.91650950084683,-0.0172142857142857
"MK1775_Broad",0.205565217391304,0.268166666666667,2.32233461066819,0.0314113941133218,0.0511758668138388,-4.93070871980423,-0.0836428571428571
"SMER3_Broad",0.182869565217391,0.175666666666667,2.29459709700236,0.0332533909241544,0.0535749076000266,-4.98315757515171,-0.0888571428571429
"ABT263_Custom Clinical",0.16231884057971,0.243708333333333,2.25334225585232,0.0361781004688048,0.0576464238239198,-5.06050274514719,-0.0667857142857143
"MK22062HCL_Broad",0.127920289855072,0.396833333333333,2.19885085991715,0.0404039695885655,0.0636801694602391,-5.16141176418101,-0.0226428571428571
"MK2206_Custom Clinical",0.125463768115942,0.361041666666667,2.16979870998536,0.0428373361549119,0.0667893950802389,-5.21461200559212,-0.0182857142857143
"968_Broad",0.213572463768116,0.276375,2.1289709069141,0.046483200411473,0.0717028091453574,-5.28865103821011,-0.0456428571428571
"BMS536924_Custom Clinical",0.439521739130435,0.300333333333333,2.13436210018805,0.0475744166313947,0.0726135832794972,-5.29126618999331,0.0492142857142857
"TEMSIROLIMUS_NCI_Onc_AOD",0.131847826086957,0.285416666666667,2.0794672056131,0.0512806833164144,0.0774551987591676,-5.37725701816032,0.00214285714285714
"GDC0941_Broad",0.18681884057971,0.202791666666667,2.03463435718834,0.0560068868228807,0.0837216349414196,-5.45636687345724,-0.120928571428571
"MARITOCLAX_Broad",0.114485507246377,0.28,2.0023730976343,0.0596463678680074,0.0882522789883784,-5.51260745373155,-0.0103571428571429
"BIRINAPANT_Broad",0.215398550724638,0.346541666666667,1.98779547982808,0.0613593253460828,0.0898697189412324,-5.53782843892212,0.0972142857142857
"HMN214_Broad",0.119528985507246,0.130791666666667,1.92517761215295,0.0692271634973688,0.100379387071185,-5.64477501538776,0.00278571428571428
"EVEROLIMUS_NCI_Onc_AOD",0.155304347826087,0.310541666666667,1.89460152267256,0.0733847610025492,0.105354359855145,-5.69615960099578,0.0835
"RAPAMYCIN_Custom Clinical",0.115847826086957,0.266666666666667,1.81805553288893,0.0847727760652668,0.120510318916311,-5.82230890930549,-0.0221428571428571
"TAMOXIFENCITRATE_NCI_Onc_AOD",0.147202898550725,0.327583333333333,1.77075319280949,0.092557612147775,0.130299551081819,-5.89843233437339,-0.00428571428571429
"MELPHALANHYDROCHLORIDE_NCI_Onc_AOD",0.118521739130435,0.13225,1.74649274554874,0.0967856431565592,0.134941521708664,-5.93691666629798,0.0651428571428571
"Y27632_Custom Clinical",0.161094202898551,0.16425,1.63833201341639,0.117718334460388,0.162563414254821,-6.10373924258941,-0.0397142857142857
"AT406_Broad",0.160775362318841,0.231791666666667,1.62773219408859,0.119962787481266,0.16410003947909,-6.1196597520649,0.0726428571428571
"NVP231_Broad",0.128608695652174,0.157583333333333,1.5945890532887,0.127215226856175,0.172394466300424,-6.16893349824307,-0.0688571428571429
"AG490_Custom Clinical",0.186065217391304,0.123708333333333,1.431676355042,0.168394942304802,0.226085802168484,-6.39960908190846,0.0395
"17AAG_Custom Clinical",0.137543478260869,0.311041666666667,1.30338209158023,0.207934908049125,0.276610657496543,-6.56709837287919,0.0463571428571429
"17AAG_Broad",0.138260869565217,0.344791666666667,1.27721313844303,0.216832705596317,0.284350823602542,-6.5996579962773,0.0386428571428571
"SB216763_Custom Clinical",0.183840579710145,0.100166666666667,1.27477818079814,0.217675458068153,0.284350823602542,-6.6026593559621,-0.0404285714285714
"CANERTINIB_Custom Clinical",0.108297101449275,0.388791666666667,1.25609518342812,0.224226549787489,0.29029330106416,-6.62552731723484,0.0295714285714286
"TOPOTECANHYDROCHLORIDE_NCI_Onc_AOD",0.129507246376812,0.260833333333333,1.24532854625709,0.228070367931687,0.292656666814996,-6.63857579116826,0.0526428571428571
"AT406SM406ARRY334543_Broad",0.12,0.193125,1.21735728536025,0.23829312812929,0.303092136655676,-6.67202805243723,0.085
"BI2536_Custom Clinical",-0.20972463768116,0.0587916666666667,-1.11898812313236,0.277018632802958,0.349284363099381,-6.78445585184906,-0.0813571428571429
"CYTARABINE_Broad",0.0857753623188406,0.127375,1.05386245748907,0.305093495207613,0.381366869009517,-6.85431588143376,0.1035
"GSK461364_Broad",0.0666739130434783,0.164208333333333,0.999262205249991,0.330157742301512,0.406718317902175,-6.91000746694565,-0.0856428571428571
"METFORMIN_Custom Clinical",0.151231884057971,0.0479583333333333,0.997511610061224,0.330984562154874,0.406718317902175,-6.91174905221348,-0.0199285714285714
"CHIR98014_Custom Clinical",0.183057971014493,0.047,0.98255002110608,0.338110027925855,0.411982807136546,-6.92652127753953,-0.0585
"HYPOTHEMYCIN_Custom Clinical",0.0949347826086956,0.0951666666666667,0.975071484138175,0.341711302203732,0.41290115682951,-6.93382956198215,0.0312857142857143
"HBX41108_Broad",0.0533188405797102,0.130583333333333,0.870690115414807,0.394733428007705,0.473027661662126,-7.03050808357348,-0.0129285714285714
"BI2536_Broad",-0.0890072463768116,0.0982916666666667,-0.774602943030846,0.448056234077414,0.532525851977254,-7.11054423984872,0.0405
"VORINOSTAT_Broad",0.100876811594203,0.205958333333333,0.71694745193738,0.482081115988814,0.56830700665348,-7.15435208321381,0.0245714285714286
"BIBW2992_Custom Clinical",0.0558768115942028,0.353291666666667,0.701520429331112,0.491436919424309,0.574664139649394,-7.16553027867148,0.00514285714285716
"BOSUTINIB_NCI_Onc_AOD",-0.0555652173913043,0.192333333333333,-0.677661838441631,0.506111403118833,0.587089227617846,-7.18236267689473,0.0224285714285714
"MI2_Broad",-0.0626739130434783,0.121416666666667,-0.63133889422365,0.535300948444945,0.60965037974527,-7.21345536491819,-0.0979285714285714
"SU11274_Custom Clinical",0.11081884057971,0.03975,0.63027399456104,0.535982615477471,0.60965037974527,-7.21414536439567,-0.0875714285714286
"PD0325901_Custom Clinical",-0.0501884057971016,0.183875,-0.626855392842653,0.538174128326859,0.60965037974527,-7.21635288866146,-0.00107142857142857
"SERDEMETAN_Broad",0.0463623188405797,0.179541666666667,0.582105490727201,0.567302725488271,0.633724819148801,-7.24418427256498,-7.14285714285601e-05
"RDEA119_Custom Clinical",0.0576594202898549,0.149916666666667,0.580796266786887,0.568167079236856,0.633724819148801,-7.24496862310519,-0.0552142857142857
"ERLOTINIBHYDROCHLORIDE_NCI_Onc_AOD",0.0448768115942028,0.306875,0.481678345329524,0.635506340881728,0.703423049067562,-7.29937179370611,-0.049
"TGX221_Custom Clinical",-0.0365797101449276,0.0987916666666667,-0.462087044433826,0.649238136581505,0.71317825609332,-7.30895417565743,0.0179285714285714
"PONATINIB_NCI_Onc_AOD",0.0385797101449276,0.08725,0.416065058125997,0.681999313129304,0.743533085742474,-7.32993130642543,0.0122142857142857
"KHS101_Broad",-0.0276304347826088,0.167625,-0.388483114405203,0.701954183413349,0.759577288021907,-7.34146837216031,0.0421428571428571
"STF62247_Custom Clinical",0.0283913043478261,0.17375,0.371251109355596,0.714535898446689,0.767464483516814,-7.34828100832471,-0.0120714285714286
"BEZ235_Custom Clinical",0.0293985507246376,0.130208333333333,0.275428426154604,0.785944223329121,0.837955238108254,-7.38059020124205,-0.0322142857142857
"PCI24781_Custom Clinical",0.031195652173913,0.091875,0.245472414019724,0.808708497353734,0.855932351213806,-7.38874265212041,-0.0180714285714286
"AFATINIB_NCI_Onc_AOD",0.0188768115942029,0.361208333333333,0.218109982925526,0.829656389690746,0.871740409457668,-7.39537477264136,-0.00278571428571428
"DEGUELIN_Custom Clinical",-0.0212318840579711,0.266333333333333,-0.204178113452684,0.840373787870464,0.876648915404441,-7.39845228833924,0.0763571428571429
"ABT737_Custom Clinical",0.0181594202898551,0.0201666666666667,0.177968839643514,0.860621071994346,0.891357538851287,-7.4036937017021,0.00642857142857143
"AZD6482_Broad",-0.0096739130434783,0.149166666666667,-0.16372883542947,0.871664412978563,0.89634560486644,-7.40624102822769,-0.0155714285714286
"SIMVASTATIN_Broad",0.0119347826086956,0.30125,0.155831780534716,0.877800523386445,0.89634560486644,-7.4075624305044,0.00371428571428571
"TRAMETINIB_NCI_Onc_AOD",0.00639855072463757,0.05825,0.0686746196230631,0.945962363905816,0.959192606757646,-7.41781423249398,-0.0307857142857143
"IBRUTINIB_Broad",-0.00213768115942044,0.188541666666667,-0.0260874504384482,0.979458177354972,0.986259970253271,-7.41992991648889,0.0259285714285714
"AFATINIB_Broad",-0.00121014492753631,0.364041666666667,-0.0155925389599213,0.987721155683366,0.987721155683366,-7.42015926445137,-0.0209285714285714
