"","pathway","RMSE"
"64","BIOCARTA_MCM_PATHWAY","0.382514039132758"
"65","BIOCARTA_G1_PATHWAY","0.755231767151441"
"66","BIOCARTA_G2_PATHWAY","0.411118459132106"
"67","BIOCARTA_CELL2CELL_PATHWAY","0.264082514553186"
"68","BIOCARTA_LAIR_PATHWAY","0.446334414949013"
"69","BIOCARTA_CERAMIDE_PATHWAY","0.423778801792793"
"70","BIOCARTA_TID_PATHWAY","0.419140003209908"
"71","BIOCARTA_CLASSIC_PATHWAY","0.356152613474619"
"72","BIOCARTA_COMP_PATHWAY","0.461220656717005"
"73","BIOCARTA_VDR_PATHWAY","0.35708714522381"
"74","BIOCARTA_HDAC_PATHWAY","0.270425029014689"
"75","BIOCARTA_GCR_PATHWAY","0.317670318149298"
"76","BIOCARTA_CTCF_PATHWAY","0.388788774796271"
"77","BIOCARTA_CTL_PATHWAY","0.358356512751638"
"78","BIOCARTA_CXCR4_PATHWAY","0.354354709361119"
"79","BIOCARTA_CELLCYCLE_PATHWAY","0.682903627835794"
"80","BIOCARTA_CFTR_PATHWAY","0.304438912317577"
"81","BIOCARTA_CYTOKINE_PATHWAY","0.345078873781709"
"82","BIOCARTA_INFLAM_PATHWAY","0.42584841055212"
"83","BIOCARTA_D4GDI_PATHWAY","0.25057620874542"
"84","BIOCARTA_DC_PATHWAY","0.26904398860959"
"85","BIOCARTA_P35ALZHEIMERS_PATHWAY","0.27905337802309"
"86","BIOCARTA_RNA_PATHWAY","0.322597793966743"
"87","BIOCARTA_MTA3_PATHWAY","0.320869676872835"
"88","BIOCARTA_SKP2E2F_PATHWAY","0.335522658574516"
"89","BIOCARTA_CALCINEURIN_PATHWAY","0.252260924391622"
"90","BIOCARTA_EGF_PATHWAY","0.359583483247826"
"91","BIOCARTA_ETC_PATHWAY","0.297407829198727"
"92","BIOCARTA_NDKDYNAMIN_PATHWAY","0.309626487571735"
"93","BIOCARTA_EPHA4_PATHWAY","0.311966945678682"
"94","BIOCARTA_EPO_PATHWAY","0.299118865985602"
"95","BIOCARTA_ECM_PATHWAY","0.317642850554604"
"96","BIOCARTA_ERK_PATHWAY","0.566903785522273"
"97","BIOCARTA_ERYTH_PATHWAY","0.395149269988996"
"98","BIOCARTA_EPONFKB_PATHWAY","0.302910602475161"
"99","BIOCARTA_EIF_PATHWAY","0.325558489213308"
"100","BIOCARTA_EXTRINSIC_PATHWAY","0.528970643783572"
"101","BIOCARTA_FAS_PATHWAY","0.27965216624322"
"102","BIOCARTA_FCER1_PATHWAY","0.48722104772932"
"103","BIOCARTA_FIBRINOLYSIS_PATHWAY","0.58665887821829"
"104","BIOCARTA_FMLP_PATHWAY","0.485159330714451"
"105","BIOCARTA_FREE_PATHWAY","0.306144249209383"
"106","BIOCARTA_GABA_PATHWAY","0.315914065851378"
"107","BIOCARTA_GATA3_PATHWAY","0.264791641766068"
"108","BIOCARTA_SET_PATHWAY","0.2933178268189"
"109","BIOCARTA_GH_PATHWAY","0.420094559079391"
"110","BIOCARTA_AHSP_PATHWAY","0.342532958705151"
"111","BIOCARTA_TCAPOPTOSIS_PATHWAY","0.322339332868733"
"112","BIOCARTA_HIVNEF_PATHWAY","0.362359861113265"
"113","BIOCARTA_SALMONELLA_PATHWAY","0.267552107503289"
"114","BIOCARTA_MPR_PATHWAY","0.355883420756809"
"115","BIOCARTA_HCMV_PATHWAY","0.307870180999382"
"116","BIOCARTA_P53HYPOXIA_PATHWAY","0.369007156740068"
"117","BIOCARTA_HIF_PATHWAY","0.350740381574372"
"118","BIOCARTA_IGF1_PATHWAY","0.359149116336627"
"119","BIOCARTA_IL17_PATHWAY","0.380889882167736"
"120","BIOCARTA_IL2_PATHWAY","0.338636122686799"
"121","BIOCARTA_IL3_PATHWAY","0.307818907449448"
"122","BIOCARTA_IL4_PATHWAY","0.297908209427443"
"123","BIOCARTA_IL5_PATHWAY","0.288530925045319"
"124","BIOCARTA_IL6_PATHWAY","0.344302689656016"
"125","BIOCARTA_IL10_PATHWAY","0.329520748599185"
"126","BIOCARTA_IL12_PATHWAY","0.227186852750399"
"127","BIOCARTA_IL2RB_PATHWAY","0.479062170483013"
"128","BIOCARTA_IL22BP_PATHWAY","0.290613055064736"
"129","BIOCARTA_IL7_PATHWAY","0.318830281900591"
"130","BIOCARTA_GSK3_PATHWAY","0.325405055989011"
"131","BIOCARTA_DEATH_PATHWAY","0.575685905457707"
"132","BIOCARTA_RACCYCD_PATHWAY","0.461698212304298"
"133","BIOCARTA_GLEEVEC_PATHWAY","0.306780209608529"
"134","BIOCARTA_INSULIN_PATHWAY","0.372550706960876"
"135","BIOCARTA_INTEGRIN_PATHWAY","0.447312310620293"
"136","BIOCARTA_INTRINSIC_PATHWAY","0.397537858766754"
"137","BIOCARTA_KERATINOCYTE_PATHWAY","0.840722027215483"
"138","BIOCARTA_TCRA_PATHWAY","0.332705949624208"
"139","BIOCARTA_LECTIN_PATHWAY","0.374469245029605"
"140","BIOCARTA_PYK2_PATHWAY","0.472598968006711"
"141","BIOCARTA_EGFR_SMRTE_PATHWAY","0.307862035038725"
"142","BIOCARTA_MAPK_PATHWAY","0.334370392185705"
"143","BIOCARTA_MCALPAIN_PATHWAY","0.344568528561292"
"144","BIOCARTA_PPARA_PATHWAY","0.797579117998207"
"145","BIOCARTA_ETS_PATHWAY","0.360222498365046"
"146","BIOCARTA_MONOCYTE_PATHWAY","0.345207251120821"
"147","BIOCARTA_MTOR_PATHWAY","0.357271773427565"
"148","BIOCARTA_IGF1R_PATHWAY","0.296792401200262"
"149","BIOCARTA_PITX2_PATHWAY","0.405295224970044"
"150","BIOCARTA_NGF_PATHWAY","0.388083852342596"
"151","BIOCARTA_VIP_PATHWAY","0.447295429304945"
"152","BIOCARTA_NFAT_PATHWAY","1.10429323935124"
"153","BIOCARTA_NTHI_PATHWAY","0.434013312325424"
"154","BIOCARTA_NFKB_PATHWAY","0.334836650540784"
"155","BIOCARTA_NOS1_PATHWAY","0.236364984153859"
"156","BIOCARTA_NO2IL12_PATHWAY","0.344831581535018"
"157","BIOCARTA_RARRXR_PATHWAY","0.276450660373827"
"158","BIOCARTA_NUCLEARRS_PATHWAY","0.773253390834158"
"159","BIOCARTA_ARENRF2_PATHWAY","0.309587817542262"
"160","BIOCARTA_P38MAPK_PATHWAY","0.290490710968709"
"161","BIOCARTA_P53_PATHWAY","0.366100036934765"
"162","BIOCARTA_PDGF_PATHWAY","0.332868804384583"
"163","BIOCARTA_CCR5_PATHWAY","0.327103886467269"
"164","BIOCARTA_PTDINS_PATHWAY","0.397973311212156"
"165","BIOCARTA_PLCE_PATHWAY","0.338651824350088"
"166","BIOCARTA_EDG1_PATHWAY","0.350217209580221"
"167","BIOCARTA_CDK5_PATHWAY","0.329480670914827"
"168","BIOCARTA_MYOSIN_PATHWAY","0.288427617699567"
"169","BIOCARTA_PLATELETAPP_PATHWAY","0.330881000033491"
"170","BIOCARTA_PS1_PATHWAY","0.285489935118659"
"171","BIOCARTA_AKAPCENTROSOME_PATHWAY","0.267252181141769"
"172","BIOCARTA_PTEN_PATHWAY","0.356535441730695"
"173","BIOCARTA_RAB_PATHWAY","0.326939016036936"
"174","BIOCARTA_RAC1_PATHWAY","0.375767686080415"
"175","BIOCARTA_RAS_PATHWAY","0.311702384460783"
"176","BIOCARTA_NKCELLS_PATHWAY","0.241281259994387"
"177","BIOCARTA_RB_PATHWAY","0.304743245187246"
"178","BIOCARTA_BAD_PATHWAY","0.362717820694607"
"179","BIOCARTA_CK1_PATHWAY","0.335954971460219"
"180","BIOCARTA_EIF2_PATHWAY","0.327557955828364"
"181","BIOCARTA_EIF4_PATHWAY","0.420779901574244"
"182","BIOCARTA_STEM_PATHWAY","0.29985929456713"
"183","BIOCARTA_P27_PATHWAY","0.377432179581644"
"184","BIOCARTA_PGC1A_PATHWAY","0.31529132214209"
"185","BIOCARTA_PML_PATHWAY","0.351596512675473"
"186","BIOCARTA_DREAM_PATHWAY","0.293671831327745"
"187","BIOCARTA_LEPTIN_PATHWAY","0.331672319786759"
"188","BIOCARTA_RHO_PATHWAY","0.348684288060797"
"189","BIOCARTA_AKAP13_PATHWAY","0.263332747983363"
"190","BIOCARTA_ATRBRCA_PATHWAY","0.351565261014932"
"191","BIOCARTA_CARDIACEGF_PATHWAY","0.391970144495815"
"192","BIOCARTA_HER2_PATHWAY","0.361891111978126"
"193","BIOCARTA_ERK5_PATHWAY","0.283983697755199"
"194","BIOCARTA_MAL_PATHWAY","0.327953742646851"
"195","BIOCARTA_MEF2D_PATHWAY","0.300915361968792"
"196","BIOCARTA_MITOCHONDRIA_PATHWAY","0.525897886512096"
"197","BIOCARTA_ACH_PATHWAY","0.33695224944713"
"198","BIOCARTA_PARKIN_PATHWAY","0.277204724651376"
"199","BIOCARTA_CDC42RAC_PATHWAY","0.264353733398057"
"200","BIOCARTA_RANMS_PATHWAY","0.259143830201153"
"201","BIOCARTA_BARR_MAPK_PATHWAY","0.310801009447637"
"202","BIOCARTA_TOB1_PATHWAY","0.349353637811607"
"203","BIOCARTA_BARRESTIN_SRC_PATHWAY","0.331735707156166"
"204","BIOCARTA_NKT_PATHWAY","0.460655040669214"
"205","BIOCARTA_IL1R_PATHWAY","0.305111783314435"
"206","BIOCARTA_MET_PATHWAY","0.614710245012513"
"207","BIOCARTA_GPCR_PATHWAY","0.333323784465233"
"208","BIOCARTA_IGF1MTOR_PATHWAY","0.44427529764177"
"209","BIOCARTA_SODD_PATHWAY","0.320199640264302"
"210","BIOCARTA_SHH_PATHWAY","0.288468627946628"
"211","BIOCARTA_PTC1_PATHWAY","0.299885360210948"
"212","BIOCARTA_SPRY_PATHWAY","0.374908368721554"
"213","BIOCARTA_BARRESTIN_PATHWAY","0.275608999485764"
"214","BIOCARTA_STATHMIN_PATHWAY","0.423533529819092"
"215","BIOCARTA_HSP27_PATHWAY","0.325892611726577"
"216","BIOCARTA_TCR_PATHWAY","0.684780759293805"
"217","BIOCARTA_TCYTOTOXIC_PATHWAY","0.35179111286244"
"218","BIOCARTA_THELPER_PATHWAY","0.456273680896149"
"219","BIOCARTA_TALL1_PATHWAY","0.247951443368382"
"220","BIOCARTA_TEL_PATHWAY","0.411579337718964"
"221","BIOCARTA_TGFB_PATHWAY","0.338281930726012"
"222","BIOCARTA_TH1TH2_PATHWAY","0.289452656404079"
"223","BIOCARTA_41BB_PATHWAY","0.348234555760003"
"224","BIOCARTA_CTLA4_PATHWAY","0.377666898436019"
"225","BIOCARTA_LONGEVITY_PATHWAY","0.300825687926303"
"226","BIOCARTA_SARS_PATHWAY","0.311439484854805"
"227","BIOCARTA_PAR1_PATHWAY","0.316535411100283"
"228","BIOCARTA_STRESS_PATHWAY","0.462701012059349"
"229","BIOCARTA_TNFR1_PATHWAY","0.42665175052282"
"230","BIOCARTA_TNFR2_PATHWAY","0.312499839247942"
"231","BIOCARTA_TOLL_PATHWAY","0.389723282574795"
"232","BIOCARTA_TPO_PATHWAY","0.484741871418645"
"233","BIOCARTA_CREB_PATHWAY","0.308853341379"
"234","BIOCARTA_CARM1_PATHWAY","0.314166507218499"
"235","BIOCARTA_TFF_PATHWAY","0.323382522216107"
"236","BIOCARTA_TRKA_PATHWAY","0.242281877232607"
"237","BIOCARTA_ARF_PATHWAY","0.255894253238059"
"238","BIOCARTA_UCALPAIN_PATHWAY","0.276939926036907"
"239","BIOCARTA_VEGF_PATHWAY","0.417954015946721"
"240","BIOCARTA_VITCB_PATHWAY","0.27138729988337"
"241","BIOCARTA_WNT_PATHWAY","0.389485751615987"
"242","BIOCARTA_ACTINY_PATHWAY","0.229646748477312"
"243","BIOCARTA_PDZS_PATHWAY","0.259646641753243"
"244","BIOCARTA_RACC_PATHWAY","0.32853277538717"
"245","BIOCARTA_EICOSANOID_PATHWAY","0.476430157188421"
"246","BIOCARTA_CHREBP_PATHWAY","0.327970318008305"
"247","BIOCARTA_LIS1_PATHWAY","0.355990633652342"
"248","BIOCARTA_HSWI_SNF_PATHWAY","0.261226443103414"
"249","BIOCARTA_PCAF_PATHWAY","0.299489750853873"
"250","BIOCARTA_LYMPHOCYTE_PATHWAY","0.315084798455096"
"251","BIOCARTA_AMAN_PATHWAY","0.284568961415777"
"252","BIOCARTA_NEUTROPHIL_PATHWAY","0.340822045817771"
"253","BIOCARTA_EFP_PATHWAY","0.413377675331136"
"254","BIOCARTA_CREM_PATHWAY","0.26395710071923"
"255","BIOCARTA_ERAD_PATHWAY","0.352385653672002"
"256","BIOCARTA_BTG2_PATHWAY","0.278311452886125"
"257","BIOCARTA_TERT_PATHWAY","0.30121274606058"
"258","BIOCARTA_GHRELIN_PATHWAY","0.38550757154507"
"259","BIOCARTA_VOBESITY_PATHWAY","0.252129159368078"
"260","BIOCARTA_ERBB3_PATHWAY","0.275112553033166"
"261","BIOCARTA_CTBP1_PATHWAY","0.248313458396924"
"262","BIOCARTA_PRION_PATHWAY","0.305458331092798"
"263","BIOCARTA_PLK3_PATHWAY","0.266094457124014"
"264","BIOCARTA_FXR_PATHWAY","0.257052412913595"
"265","BIOCARTA_MHC_PATHWAY","0.314662322234349"
"266","BIOCARTA_ACETAMINOPHEN_PATHWAY","0.297757655687376"
"267","BIOCARTA_PRC2_PATHWAY","0.321795137977266"
"268","BIOCARTA_SM_PATHWAY","0.351176303477745"
"269","BIOCARTA_RANBP2_PATHWAY","0.276001322966571"
"270","BIOCARTA_IRES_PATHWAY","0.28060641519731"
"271","BIOCARTA_PLC_PATHWAY","0.274964583263909"
"272","BIOCARTA_BBCELL_PATHWAY","0.295534514777135"
"273","BIOCARTA_CDC25_PATHWAY","0.260072858001011"
"274","BIOCARTA_DSP_PATHWAY","0.28088851820288"
"275","BIOCARTA_NPC_PATHWAY","0.264127188880092"
"276","BIOCARTA_FLUMAZENIL_PATHWAY","0.28474426690131"
"277","BIOCARTA_MELANOCYTE_PATHWAY","0.28913527039148"
"278","BIOCARTA_S1P_PATHWAY","0.26191912229037"
"279","BIOCARTA_MALATEX_PATHWAY","0.300416436055685"
"280","BIOCARTA_TSP1_PATHWAY","0.259403334219419"
"281","BIOCARTA_NPP1_PATHWAY","0.260855214341157"
"282","BIOCARTA_CPSF_PATHWAY","0.2428694119468"
"283","BIOCARTA_HES_PATHWAY","0.263608938839376"
"284","BIOCARTA_ERBB4_PATHWAY","0.291943086605296"
"285","BIOCARTA_RHODOPSIN_PATHWAY","0.299334676508444"
"286","BIOCARTA_RNAPOL3_PATHWAY","0.294961147239725"
"287","BIOCARTA_TERC_PATHWAY","0.27282945191274"
"288","BIOCARTA_EOSINOPHILS_PATHWAY","0.256033464603124"
"289","BIOCARTA_REELIN_PATHWAY","0.269098002373112"
"290","BIOCARTA_BARD1_PATHWAY","0.282919712504607"
"291","BIOCARTA_LDL_PATHWAY","0.263007748125632"
"292","BIOCARTA_SAM68_PATHWAY","0.275270706665555"
"293","BIOCARTA_FBW7_PATHWAY","0.312946964768827"
"294","BIOCARTA_CB1R_PATHWAY","0.269910479791939"
"295","BIOCARTA_SUMO_PATHWAY","0.265384028593678"
"296","BIOCARTA_IFNA_PATHWAY","0.261772015435429"
"297","BIOCARTA_PKC_PATHWAY","0.259904366634689"
"298","BIOCARTA_PPARG_PATHWAY","0.342783609395802"
"299","BIOCARTA_ION_PATHWAY","0.277972535096056"
"300","BIOCARTA_PELP1_PATHWAY","0.301638295799856"
"301","BIOCARTA_STAT3_PATHWAY","0.293982767016902"
"302","BIOCARTA_EEA1_PATHWAY","0.340161203620745"
"303","BIOCARTA_MITR_PATHWAY","0.293090487747944"
"304","BIOCARTA_CIRCADIAN_PATHWAY","0.256803266066037"
"305","BIOCARTA_RECK_PATHWAY","0.278533769549326"
"306","BIOCARTA_MSP_PATHWAY","0.237083163327618"
"307","BIOCARTA_SLRP_PATHWAY","0.238634089418485"
"308","BIOCARTA_ALTERNATIVE_PATHWAY","0.313714968711645"
"309","BIOCARTA_FOSB_PATHWAY","0.216865608865444"
"310","BIOCARTA_NOTCH_PATHWAY","0.287539019800094"
"311","BIOCARTA_TUBBY_PATHWAY","0.275086264857397"
"312","BIOCARTA_MRP_PATHWAY","0.304108408403745"
"313","BIOCARTA_DICER_PATHWAY","0.303867955297205"
"314","BIOCARTA_PLCD_PATHWAY","0.28314530048783"
"315","BIOCARTA_RAN_PATHWAY","0.277366364845367"
"316","BIOCARTA_WNT_LRP6_PATHWAY","0.279492129986989"
"317","BIOCARTA_PEPI_PATHWAY","0.315353751657956"
"318","BIOCARTA_IFNG_PATHWAY","0.316279088602616"
"319","BIOCARTA_BOTULIN_PATHWAY","0.310943614756925"
"320","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","0.871296797496938"
"321","KEGG_CITRATE_CYCLE_TCA_CYCLE","0.648187918219453"
"322","KEGG_PENTOSE_PHOSPHATE_PATHWAY","0.32268483510114"
"323","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS","0.648241980491586"
"324","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","0.988595068569408"
"325","KEGG_GALACTOSE_METABOLISM","0.380892318236917"
"326","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","0.70453854541349"
"327","KEGG_FATTY_ACID_METABOLISM","0.893487807153397"
"328","KEGG_STEROID_BIOSYNTHESIS","0.366712730969272"
"329","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","0.318297741240703"
"330","KEGG_STEROID_HORMONE_BIOSYNTHESIS","1.07114240964099"
"331","KEGG_OXIDATIVE_PHOSPHORYLATION","0.620691123052509"
"332","KEGG_PURINE_METABOLISM","0.29389366155633"
"333","KEGG_PYRIMIDINE_METABOLISM","0.443279535743951"
"334","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","0.569064333106692"
"335","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","0.659718593326983"
"336","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","0.730507120932735"
"337","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","0.847223367145989"
"338","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS","0.261351916768995"
"339","KEGG_LYSINE_DEGRADATION","0.743699730213622"
"340","KEGG_ARGININE_AND_PROLINE_METABOLISM","0.366563897879699"
"341","KEGG_HISTIDINE_METABOLISM","0.477448759235303"
"342","KEGG_TYROSINE_METABOLISM","0.422688470436017"
"343","KEGG_PHENYLALANINE_METABOLISM","0.328880821555713"
"344","KEGG_TRYPTOPHAN_METABOLISM","0.969565479853465"
"345","KEGG_BETA_ALANINE_METABOLISM","0.470924962551858"
"346","KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM","0.273814582823696"
"347","KEGG_SELENOAMINO_ACID_METABOLISM","0.363938406462045"
"348","KEGG_GLUTATHIONE_METABOLISM","2.15968260757843"
"349","KEGG_STARCH_AND_SUCROSE_METABOLISM","0.482384645677675"
"350","KEGG_N_GLYCAN_BIOSYNTHESIS","1.34111469562527"
"351","KEGG_OTHER_GLYCAN_DEGRADATION","0.434804723579979"
"352","KEGG_O_GLYCAN_BIOSYNTHESIS","0.369712577696561"
"353","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","2.15707667063009"
"354","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","0.312140422285013"
"355","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","0.410153187385009"
"356","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","0.26924542686627"
"357","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","0.473182606839489"
"358","KEGG_GLYCEROLIPID_METABOLISM","0.730033641494578"
"359","KEGG_INOSITOL_PHOSPHATE_METABOLISM","0.653204384788069"
"360","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","0.354066660542755"
"361","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","0.226636439407119"
"362","KEGG_ETHER_LIPID_METABOLISM","0.825118491630195"
"363","KEGG_ARACHIDONIC_ACID_METABOLISM","0.830479924984846"
"364","KEGG_LINOLEIC_ACID_METABOLISM","0.57679528760076"
"365","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","0.41023378436851"
"366","KEGG_SPHINGOLIPID_METABOLISM","1.23781740029141"
"367","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","0.288039510188793"
"368","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","0.245855774589996"
"369","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","0.247020363237333"
"370","KEGG_PYRUVATE_METABOLISM","1.95004160241077"
"371","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","0.300603412104074"
"372","KEGG_PROPANOATE_METABOLISM","0.336152092140117"
"373","KEGG_BUTANOATE_METABOLISM","0.77829834733277"
"374","KEGG_ONE_CARBON_POOL_BY_FOLATE","0.331950308793593"
"375","KEGG_RIBOFLAVIN_METABOLISM","0.303808901331617"
"376","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","0.357549309184536"
"377","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","0.352477640428923"
"378","KEGG_FOLATE_BIOSYNTHESIS","0.310383809662696"
"379","KEGG_RETINOL_METABOLISM","0.666918234035122"
"380","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","1.43394273522835"
"381","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","0.242671448006886"
"382","KEGG_LIMONENE_AND_PINENE_DEGRADATION","0.326411454010972"
"383","KEGG_NITROGEN_METABOLISM","0.397743735449863"
"384","KEGG_SULFUR_METABOLISM","0.302157038799557"
"385","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","0.515166941970539"
"386","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","0.61142877336641"
"387","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","0.42812615531179"
"388","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","1.05607559142795"
"389","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","0.276100505874751"
"390","KEGG_ABC_TRANSPORTERS","0.523821747451533"
"391","KEGG_RIBOSOME","0.342718592708696"
"392","KEGG_RNA_DEGRADATION","0.497944507334283"
"393","KEGG_RNA_POLYMERASE","0.460650151389171"
"394","KEGG_BASAL_TRANSCRIPTION_FACTORS","0.4684431433422"
"395","KEGG_DNA_REPLICATION","0.479364957845695"
"396","KEGG_SPLICEOSOME","0.400270399919662"
"397","KEGG_PROTEASOME","1.14263707018956"
"398","KEGG_PROTEIN_EXPORT","0.377629923827243"
"399","KEGG_PPAR_SIGNALING_PATHWAY","0.319346697001163"
"400","KEGG_BASE_EXCISION_REPAIR","0.402094012136841"
"401","KEGG_NUCLEOTIDE_EXCISION_REPAIR","0.357624986706206"
"402","KEGG_MISMATCH_REPAIR","0.360629525597813"
"403","KEGG_HOMOLOGOUS_RECOMBINATION","0.395970765662609"
"404","KEGG_NON_HOMOLOGOUS_END_JOINING","0.26534283442501"
"405","KEGG_MAPK_SIGNALING_PATHWAY","0.335563667276836"
"406","KEGG_ERBB_SIGNALING_PATHWAY","0.902677752172174"
"407","KEGG_CALCIUM_SIGNALING_PATHWAY","0.468531178602142"
