"","logFC","AveExpr","t","P.Value","adj.P.Val","B","shift"
"NARCICLASINE_Broad",0.775057971014493,0.804958333333333,8.69909137840527,3.88792994436904e-08,4.13786829793562e-07,8.69253268958368,-0.0435
"NVPLAQ824_Custom Clinical",0.572507246376811,0.69175,8.41293457226493,6.54292926460999e-08,6.49930973617926e-07,8.16117397866377,0.0806428571428571
"SB743921_Broad",0.491231884057971,0.428083333333333,8.09613995533148,1.1786954877627e-07,1.09766017297901e-06,7.5602531301492,-0.0285
"ELESCLOMOL_Custom Clinical",0.624753623188406,0.763041666666667,7.95810765659809,1.52958924238347e-07,1.34063998303022e-06,7.2942182386301,0.0811428571428571
"OBATOCLAX_Broad",0.629528985507246,0.615166666666667,7.92514857669647,1.62839683476854e-07,1.34795071322507e-06,7.23031575005898,-0.00471428571428572
"SNS032_Broad",0.597050724637681,0.6305,7.86757705997844,1.81717634999339e-07,1.42504882183692e-06,7.11834234032893,0.000499999999999985
"CUCURBITACINI_Broad",0.607797101449275,0.653291666666667,7.78687833520322,2.12076785062947e-07,1.57997204871896e-06,6.96063505445818,-0.102571428571429
"AZD7762_Broad",0.625557971014493,0.400458333333333,7.50880604382682,3.63575443155095e-07,2.5796543347671e-06,6.41046714436689,0.0247142857142857
"ML162_Broad",0.647876811594203,0.513333333333333,6.81462796273284,1.46135590888302e-06,9.89736501925319e-06,4.99164322616508,-0.0194285714285714
"DACTINOMYCIN_NCI_Onc_AOD",0.589333333333333,0.465083333333333,6.49668348215769,2.82392824413456e-06,1.82941438424369e-05,4.3205937801016,0.0796428571428571
"EPIRUBICINHYDROCHLORIDE_NCI_Onc_AOD",0.561521739130435,0.548375,6.39975684627861,3.46119027982602e-06,2.14882229872532e-05,4.11346139732487,-0.107
"PLURIPOTIN_Broad",0.438623188405797,0.213791666666667,6.33142274761042,3.99804993606185e-06,2.38283776189286e-05,3.96672871065818,-0.0292142857142857
"OBATOCLAX_Custom Clinical",0.511384057971015,0.553958333333333,6.08942199179638,6.69450292090358e-06,3.72912153067461e-05,3.44252681528955,-0.0203571428571429
"BMS754807_Broad",0.508826086956522,0.239916666666667,6.07632526861248,6.88534645253308e-06,3.72912153067461e-05,3.41395960748031,0.0297857142857143
"NVPTAE684_Custom Clinical",0.484775362318841,0.427625,6.0681204089069,7.0077451583147e-06,3.72912153067461e-05,3.39605261546593,0.0410714285714286
"PF3758309_Broad",0.482507246376812,0.495625,6.00423402548678,8.0405980395051e-06,4.13120382029745e-05,3.25635587751617,0.0955
"JNJ26481585_Custom Clinical",0.552789855072464,0.723875,5.87118698522799,1.07235351380366e-05,5.32602245189151e-05,2.96394719473777,0.0588571428571428
"TOPOTECAN_Broad",0.404405797101449,0.3485,5.84619660198443,1.13221845639249e-05,5.44195322588648e-05,2.90880526469707,0.0112857142857143
"DOXORUBICINHYDROCHLORIDE_NCI_Onc_AOD",0.497652173913044,0.548625,5.79013633731055,1.2792988174334e-05,5.95673511867429e-05,2.78486139926353,-0.0319285714285714
"TENIPOSIDE_NCI_Onc_AOD",0.399,0.248833333333333,5.67381176446265,1.65023406013932e-05,7.45105681699271e-05,2.52662175768855,-0.0220714285714286
"NSC95397_Broad",0.361391304347826,0.299,5.53593265992621,2.23603946645043e-05,9.79911413238572e-05,2.21876071328053,0.0328571428571429
"TENIPOSIDE_Broad",0.392173913043478,0.189125,5.50252423398841,2.40760741698014e-05,0.000102495287180012,2.14388885619273,-0.0243571428571429
"DOXORUBICIN_Broad",0.461485507246377,0.47575,5.29277568145162,3.84006124742155e-05,0.000158935868296059,1.67152325373457,-0.0162857142857143
"BARDOXOLONEMETHYL_Broad",0.501905797101449,0.288,5.14888186070647,5.30332804730827e-05,0.000213566453797009,1.34536414692278,-0.0426428571428571
"STF31_Broad",0.447311594202898,0.22225,5.09367038142323,6.00582038235412e-05,0.000235491378150201,1.21981149409816,-0.146357142857143
"MGCD0103_Custom Clinical",0.37681884057971,0.386583333333333,4.97602286769669,7.83577550999123e-05,0.000299366807945819,0.951600416242197,0.0589285714285714
"BAFILOMYCINA1_Broad",0.454724637681159,0.691083333333333,4.90012852355999,9.30819885314293e-05,0.000346730407279574,0.778134950480085,-0.0417142857142857
"NVPAUY922_Custom Clinical",0.431043478260869,0.547083333333333,4.83080752136772,0.000108979386509408,0.000396047038778091,0.619425903286288,0.0183571428571429
"LY333531_Custom Clinical",0.310195652173913,0.282083333333333,4.7720529244554,0.000124596676523707,0.000442021542905532,0.48473025697779,-0.0427142857142857
"BMS536924_Broad",0.363347826086956,0.236708333333333,4.45816621211735,0.000255765779561827,0.000886258166388657,-0.236813409315411,0.0182857142857143
"MS275_Custom Clinical",0.297057971014493,0.268083333333333,4.43718147375136,0.000268413635952998,0.00090894617629538,-0.285121856374706,0.0534285714285714
"SN38_Broad",0.366543478260869,0.259583333333333,4.38750689361547,0.000300924618531007,0.000996394848024889,-0.399486441081382,-0.0215714285714286
"PIK75_Custom Clinical",0.520420289855072,0.364458333333333,4.21700866849429,0.000445823405056418,0.001436160241254,-0.791942582912195,0.00914285714285714
"TRICHOSTATINA_Custom Clinical",0.384652173913043,0.419958333333333,4.21007264583497,0.000453016988851932,0.001436160241254,-0.807899571460916,0.0522142857142857
"LESTAURTINIB_Custom Clinical",0.401471014492754,0.433833333333333,4.07875547852143,0.000613465492446085,0.00190429913280139,-1.10975599845723,0.0442142857142857
"ISOX_Broad",0.355210144927536,0.291583333333333,4.06451518901047,0.000633977662121646,0.00192780962563521,-1.14245370193655,0.0242142857142857
"PACLITAXEL_NCI_Onc_AOD",0.268543478260869,0.178333333333333,4.03812701338596,0.000673819642635113,0.00200798253505264,-1.20302143768286,-0.00871428571428571
"VINCRISTINE_Broad",0.285260869565217,0.369083333333333,4.02097079419572,0.000701056687716901,0.0020481852248984,-1.24238216469487,0.0195714285714286
"17DMAG_Custom Clinical",0.389905797101449,0.487208333333333,3.95380211796069,0.000818703485222646,0.00234590037111873,-1.39633721727651,0.0464285714285714
"VORINOSTAT_NCI_Onc_AOD",0.298355072463768,0.284791666666667,3.93054576051333,0.000863874271857237,0.00242862766993827,-1.44958184561545,0.0402857142857143
"ABT869_Custom Clinical",0.302166666666667,0.275708333333333,3.84951972674448,0.00104156176146042,0.00284073163540022,-1.63480613878145,0.0559285714285714
"PKC412_Custom Clinical",0.294789855072464,0.343291666666667,3.84660459937956,0.00104859221440948,0.00284073163540022,-1.64146118393835,0.0435
"DECITABINE_NCI_Onc_AOD",0.36686231884058,0.332,3.835491135586,0.00107583081167103,0.00286247840962472,-1.66682641278307,-0.00121428571428571
"DOCETAXEL_NCI_Onc_AOD",0.310615942028986,0.219791666666667,3.82504618179349,0.00110207253101169,0.00288085626527618,-1.69065690072809,-0.0139285714285714
"AZD7762_Custom Clinical",0.409101449275362,0.381041666666667,3.79637486463013,0.00117742504175048,0.00302476433139347,-1.75602524608571,0.0930714285714286
"GEMCITABINEHYDROCHLORIDE_NCI_Onc_AOD",0.287760869565217,0.298708333333333,3.77701013657196,0.00123119542849466,0.00310929014992719,-1.80013543349579,0.0275
"DOCETAXEL_Broad",0.22218115942029,0.183875,3.7069357902256,0.00144696676631309,0.00359330080301083,-1.95946460582239,-0.0224285714285714
"AZACITIDINE_NCI_Onc_AOD",0.311347826086956,0.375125,3.63438462288663,0.00170990795531426,0.00417666041543976,-2.12389459961719,0.0568571428571429
"APICIDIN_Broad",0.290949275362319,0.193,3.59153848715661,0.00188686668771965,0.00449973850396631,-2.22071873364746,-0.013
"PI103HYDROCHLORIDE_Broad",0.269260869565217,0.249583333333333,3.58792949470247,0.00190257399832132,0.00449973850396631,-2.22886415467784,-0.0716428571428571
"KX2391_Broad",0.244717391304348,0.281041666666667,3.50894025096002,0.00228060459672849,0.00530953257675852,-2.40671657648357,-0.00628571428571429
"VINCRISTINESULFATE_NCI_Onc_AOD",0.275623188405797,0.411416666666667,3.46541190429896,0.0025196550499796,0.00577582465303015,-2.50435525913821,0.013
"AZACITIDINE_Broad",0.281195652173913,0.394458333333333,3.41753809122036,0.0028111074221891,0.00634628796827539,-2.61141197765428,0.0323571428571428
"TRICIRIBINE_Custom Clinical",0.216971014492754,0.380125,3.38992999935615,0.00299399778171332,0.00665829357425799,-2.67298430063653,-0.0133571428571429
"CLOFARABINE_NCI_Onc_AOD",0.258166666666667,0.235458333333333,3.36893587947547,0.00314084912157391,0.00688215469286048,-2.71972129682907,0.0897857142857143
"AT13387_Broad",0.319869565217391,0.388666666666667,3.31589332248381,0.00354408405994913,0.00765316702800609,-2.83746377866552,0.0055
"VINBLASTINESULFATE_NCI_Onc_AOD",0.257724637681159,0.375375,3.3065191934829,0.00362044123591008,0.00770636777358002,-2.85821965844063,0.0240714285714286
"GEMCITABINE_Broad",0.243014492753623,0.249125,3.276907660332,0.00387237382780439,0.00812653099074442,-2.92367677094284,0.0454285714285714
"MITOXANTRONE_NCI_Onc_AOD",0.439847826086956,0.34,3.26375210805331,0.00398972819639542,0.00819318773532788,-2.95270384581102,-0.00257142857142856
"PXD101_Custom Clinical",0.242420289855072,0.228875,3.25995369188444,0.00402425413896012,0.00819318773532788,-2.96107860778956,0.0537857142857143
"CYTARABINEHYDROCHLORIDE_NCI_Onc_AOD",0.234413043478261,0.232833333333333,3.25506720061331,0.00406909994908901,0.00819318773532788,-2.97184820345656,0.0728571428571429
"CABAZITAXEL_NCI_Onc_AOD",0.20031884057971,0.12275,3.23706593201681,0.00423855860087315,0.008420603087068,-3.0114813480976,-0.032
"CD437_Broad",0.292478260869565,0.106208333333333,3.21144022669763,0.00449173283418674,0.00880616042491874,-3.06778826684839,-0.057
"TOSEDOSTAT_Broad",0.226485507246377,0.340666666666667,3.05677454249431,0.00636321589085174,0.0123132359446352,-3.40459515969098,-0.0396428571428571
"OSI027_Broad",0.176478260869565,0.324916666666667,2.95174153006475,0.00804448526325214,0.0153670295413406,-3.63002404376381,-0.0598571428571429
"JNKINHIBITORX_Custom Clinical",0.18713768115942,0.277958333333333,2.93723936015925,0.00830793028250807,0.015669387494857,-3.66091963662575,0.012
"CLOFARABINE_Broad",0.246608695652174,0.231791666666667,2.92845554612478,0.0084715182338976,0.0157782027106343,-3.67960448133639,0.0965714285714286
"MITOMYCIN_Broad",0.538659420289855,0.231041666666667,2.90167863626062,0.0101220804351819,0.0186196294424952,-3.8051184539467,-0.0335
"TEMSIROLIMUS_Custom Clinical",0.165934782608696,0.2755,2.66648966512703,0.015046735948861,0.0273410201997596,-4.22610977093442,-0.000857142857142853
"LINIFANIB_Broad",0.187724637681159,0.227708333333333,2.64837342206975,0.0156477355174219,0.0280905131577814,-4.2630649459338,0.0215714285714286
"BELINOSTAT_Broad",0.288869565217391,0.308458333333333,2.63561338888049,0.0160846265339365,0.0285310637328159,-4.28902330432213,-0.00621428571428572
"PEVONEDISTAT_Broad",0.260405797101449,0.24325,2.56177228434938,0.0188482207718523,0.0329245886658219,-4.43806017857686,0.179714285714286
"OLIGOMYCINA_Broad",0.23018115942029,0.473791666666667,2.55793445421177,0.01900345386081,0.0329245886658219,-4.44574978822226,0.00985714285714285
"CAY10603_Broad",0.313217391304348,0.262625,2.52094425002558,0.0205626103717479,0.0352164246596602,-4.51956975714848,0.0591428571428571
"VINORELBINETARTRATE_NCI_Onc_AOD",0.179608695652174,0.2045,2.50956572737081,0.0210659030335482,0.0356684039999851,-4.54216849945642,-0.00471428571428571
"MLN4924_Broad",0.248630434782609,0.252833333333333,2.44071699005419,0.0243661679161914,0.0407927979720507,-4.67778088848745,0.149285714285714
"MK1775_Broad",0.205565217391304,0.268166666666667,2.33058011831794,0.030664149891972,0.0503712987798617,-4.89049729981153,-0.0836428571428571
"RIGOSERTIB_Broad",0.164384057971014,0.2815,2.32901466005284,0.0307636791205867,0.0503712987798617,-4.89348165439258,-0.0172142857142857
"SMER3_Broad",0.182869565217391,0.175666666666667,2.2997566342459,0.0326796952911275,0.0529268978084564,-4.94904971704646,-0.0888571428571429
"ABT263_Custom Clinical",0.16231884057971,0.243708333333333,2.25569062186146,0.0357739912217777,0.0573153192692997,-5.03198041860413,-0.0667857142857143
"MK22062HCL_Broad",0.127920289855072,0.396833333333333,2.17214294413977,0.0423903802960244,0.0671932623841238,-5.18660959638417,-0.0226428571428571
"MK2206_Custom Clinical",0.125463768115942,0.361041666666667,2.14437409543506,0.0448254720139789,0.0700852809601052,-5.23722194400554,-0.0182857142857143
"968_Broad",0.213572463768116,0.276375,2.14071545953856,0.0451556172628866,0.0700852809601052,-5.24386045589816,-0.0456428571428571
"BMS536924_Custom Clinical",0.439521739130435,0.300333333333333,2.10519886690587,0.0508505055406407,0.0781105703665512,-5.32476536274144,0.0492142857142857
"TEMSIROLIMUS_NCI_Onc_AOD",0.131847826086957,0.285416666666667,2.07093696392224,0.051889371473436,0.078893023974918,-5.369113235798,0.00214285714285714
"GDC0941_Broad",0.18681884057971,0.202791666666667,2.04522330885051,0.0545909233953184,0.0821620968272974,-5.41460448965091,-0.120928571428571
"BIRINAPANT_Broad",0.215398550724638,0.346541666666667,1.9943506125133,0.0603109344938908,0.089138868634964,-5.50351823936499,0.0972142857142857
"MARITOCLAX_Broad",0.114485507246377,0.28,1.99339788065329,0.0604229914908146,0.089138868634964,-5.50516939308261,-0.0103571428571429
"HMN214_Broad",0.119528985507246,0.130791666666667,1.91112840791854,0.0708278171336711,0.103464164244284,-5.64575401389359,0.00278571428571428
"EVEROLIMUS_NCI_Onc_AOD",0.155304347826087,0.310541666666667,1.89355918981056,0.0732452925478607,0.105956782423604,-5.67525569444925,0.0835
"RAPAMYCIN_Custom Clinical",0.115847826086957,0.266666666666667,1.81511720710061,0.0849466378981691,0.121702394681031,-5.80465787425955,-0.0221428571428571
"TAMOXIFENCITRATE_NCI_Onc_AOD",0.147202898550725,0.327583333333333,1.76886752392884,0.092584387628068,0.131381654824592,-5.87913364060779,-0.00428571428571429
"MELPHALANHYDROCHLORIDE_NCI_Onc_AOD",0.118521739130435,0.13225,1.73975427611491,0.0976913789319503,0.137320900574157,-5.92530260192699,0.0651428571428571
"Y27632_Custom Clinical",0.161094202898551,0.16425,1.64440680335958,0.116146632230416,0.161736899087215,-6.07254027370884,-0.0397142857142857
"AT406_Broad",0.160775362318841,0.231791666666667,1.63604810467779,0.117897252379234,0.162654542634314,-6.08515146560113,0.0726428571428571
"NVP231_Broad",0.128608695652174,0.157583333333333,1.59582911219785,0.126635398801552,0.173107104783773,-6.14514750485454,-0.0688571428571429
"AG490_Custom Clinical",0.186065217391304,0.123708333333333,1.43792470218543,0.16633938744854,0.225314261180295,-6.36937280957368,0.0395
"17AAG_Custom Clinical",0.137543478260869,0.311041666666667,1.30775191293357,0.206193280096494,0.276781970579979,-6.53995365874077,0.0463571428571429
"17AAG_Broad",0.138260869565217,0.344791666666667,1.28141446391801,0.215103899090196,0.285785974261619,-6.57282759530765,0.0386428571428571
"SB216763_Custom Clinical",0.183840579710145,0.100166666666667,1.27667991033583,0.216737014037336,0.285785974261619,-6.57867741108297,-0.0404285714285714
"CANERTINIB_Custom Clinical",0.108297101449275,0.388791666666667,1.25545885865328,0.224175278223939,0.291956845658221,-6.60467194722839,0.0295714285714286
"TOPOTECANHYDROCHLORIDE_NCI_Onc_AOD",0.129507246376812,0.260833333333333,1.25219711127641,0.225335820474466,0.291956845658221,-6.60863460778945,0.0526428571428571
"AT406SM406ARRY334543_Broad",0.12,0.193125,1.22396081475048,0.235576415573557,0.302593844141896,-6.64257095967656,0.085
"TRIFLUOPERAZINE_Broad",0.0940942028985507,0.305916666666667,1.13392323725057,0.270599755719999,0.344609945318632,-6.74631630731326,0.0222142857142857
"BI2536_Custom Clinical",-0.20972463768116,0.0587916666666667,-1.11758411267025,0.277349553622099,0.350212571946549,-6.76440187768802,-0.0813571428571429
"CYTARABINE_Broad",0.0857753623188406,0.127375,1.05202561021896,0.305673646439354,0.382734229575325,-6.83463286940736,0.1035
"GSK461364_Broad",0.0666739130434783,0.164208333333333,0.996408973803491,0.331277975471732,0.411336819544067,-6.89123828086854,-0.0856428571428571
"METFORMIN_Custom Clinical",0.151231884057971,0.0479583333333333,0.987352440869088,0.335585301697581,0.413241404569749,-6.90019368525617,-0.0199285714285714
"CHIR98014_Custom Clinical",0.183057971014493,0.047,0.978698991753244,0.339737107733278,0.414924828297201,-6.90868140344824,-0.0585
"HYPOTHEMYCIN_Custom Clinical",0.0949347826086956,0.0951666666666667,0.965606187003927,0.346086130259368,0.41924254803777,-6.9213946755609,0.0312857142857143
"HBX41108_Broad",0.0533188405797102,0.130583333333333,0.863821269962537,0.398206071423304,0.4784895535651,-7.01487675129848,-0.0129285714285714
"BI2536_Broad",-0.0890072463768116,0.0982916666666667,-0.771885069538947,0.449453080368648,0.535748071799429,-7.0910055784275,0.0405
"VORINOSTAT_Broad",0.100876811594203,0.205958333333333,0.722443122779384,0.478612940016128,0.565978794146056,-7.12861803704347,0.0245714285714286
"BIBW2992_Custom Clinical",0.0558768115942028,0.353291666666667,0.700223731116984,0.492073043107117,0.577314042700476,-7.14475326145427,0.00514285714285716
"BOSUTINIB_NCI_Onc_AOD",-0.0555652173913043,0.192333333333333,-0.680332613520876,0.504306455550749,0.587044233414544,-7.15879103162926,0.0224285714285714
"MI2_Broad",-0.0626739130434783,0.121416666666667,-0.631405588723232,0.535120732653545,0.612947772793265,-7.19167497542084,-0.0979285714285714
"PD0325901_Custom Clinical",-0.0501884057971016,0.183875,-0.628949557793719,0.536694158030712,0.612947772793265,-7.19326371224713,-0.00107142857142857
"SU11274_Custom Clinical",0.11081884057971,0.03975,0.625512316464773,0.538900390845085,0.612947772793265,-7.19547718397587,-0.0875714285714286
"SERDEMETAN_Broad",0.0463623188405797,0.179541666666667,0.583696805854711,0.566127484584276,0.635195096326128,-7.22146969681497,-7.14285714285601e-05
"RDEA119_Custom Clinical",0.0576594202898549,0.149916666666667,0.582395322970088,0.56698622692198,0.635195096326128,-7.22225088081825,-0.0552142857142857
"ERLOTINIBHYDROCHLORIDE_NCI_Onc_AOD",0.0448768115942028,0.306875,0.482541854121743,0.634803253876792,0.705863319609269,-7.27713653252456,-0.049
"TGX221_Custom Clinical",-0.0365797101449276,0.0987916666666667,-0.454250062192644,0.654673595720217,0.722565672313424,-7.29086249162399,0.0179285714285714
"PONATINIB_NCI_Onc_AOD",0.0385797101449276,0.08725,0.409698495025075,0.686500852432296,0.752122257444206,-7.3108293753843,0.0122142857142857
"KHS101_Broad",-0.0276304347826088,0.167625,-0.388167634207745,0.702104731902364,0.763602956594542,-7.31975356065913,0.0421428571428571
"STF62247_Custom Clinical",0.0283913043478261,0.17375,0.371766013408291,0.714083370457587,0.771003059407105,-7.32623347006027,-0.0120714285714286
"BEZ235_Custom Clinical",0.0293985507246376,0.130208333333333,0.276401637505006,0.785153167044324,0.841639006400031,-7.35842982508819,-0.0322142857142857
"PCI24781_Custom Clinical",0.031195652173913,0.091875,0.244795412385193,0.80917699676207,0.861195517982489,-7.36702748106197,-0.0180714285714286
"AFATINIB_NCI_Onc_AOD",0.0188768115942029,0.361208333333333,0.218069298593858,0.82964503773907,0.876717096617883,-7.37348874251757,-0.00278571428571428
"DEGUELIN_Custom Clinical",-0.0212318840579711,0.266333333333333,-0.205248885361581,0.839508910294191,0.880893152350947,-7.37632467015822,0.0763571428571429
"ABT737_Custom Clinical",0.0181594202898551,0.0201666666666667,0.167860902436451,0.868424536049421,0.902150356314344,-7.38361775742854,0.00642857142857143
"AZD6482_Broad",-0.0096739130434783,0.149166666666667,-0.162204196098889,0.872817057638082,0.902150356314344,-7.38459428108948,-0.0155714285714286
"SIMVASTATIN_Broad",0.0119347826086956,0.30125,0.155624573222511,0.877931554802549,0.902150356314344,-7.38568813167272,0.00371428571428571
"PROCHLORPERAZINEDIMALEATE_Broad",0.00742028985507234,0.204583333333333,0.0941307696526773,0.925967512766736,0.944994242481121,-7.39372533830931,0.0412142857142857
"TRAMETINIB_NCI_Onc_AOD",0.00639855072463757,0.05825,0.0664657549005031,0.947684979638228,0.960578652830585,-7.3960515412549,-0.0307857142857143
"IBRUTINIB_Broad",-0.00213768115942044,0.188541666666667,-0.0261863473525353,0.979375317841806,0.985992718638034,-7.39800592758452,0.0259285714285714
"AFATINIB_Broad",-0.00121014492753631,0.364041666666667,-0.0155535365604403,0.987748894876796,0.987748894876796,-7.39823837147629,-0.0209285714285714
