"","pathway","RMSE","Pearson"
"160","BIOCARTA_P38MAPK_PATHWAY","0.267274676725518","0.563555716482129"
"161","BIOCARTA_P53_PATHWAY","0.400201153244564","0.139541869145505"
"162","BIOCARTA_PDGF_PATHWAY","0.875510783742737","0.0708744990804133"
"163","BIOCARTA_CCR5_PATHWAY","0.470556553728502","0.0331435564976391"
"164","BIOCARTA_PTDINS_PATHWAY","0.64378900323136","0.0187679844722953"
"165","BIOCARTA_PLCE_PATHWAY","0.29077108039411","0.3930732411165"
"166","BIOCARTA_EDG1_PATHWAY","0.421372700104147","0.309117742748814"
"167","BIOCARTA_CDK5_PATHWAY","0.433880969032896","0.113724869587492"
"168","BIOCARTA_MYOSIN_PATHWAY","0.338933066416204","0.0492423112219833"
"169","BIOCARTA_PLATELETAPP_PATHWAY","0.518388848177288","-0.0793223416843825"
"170","BIOCARTA_PS1_PATHWAY","0.334125411208458","0.292678909230396"
"171","BIOCARTA_AKAPCENTROSOME_PATHWAY","0.355563085642796","0.125985745472143"
"172","BIOCARTA_PTEN_PATHWAY","0.511633111371911","0.0581493528586449"
"173","BIOCARTA_RAB_PATHWAY","0.363825097696073","0.0399973017458745"
"174","BIOCARTA_RAC1_PATHWAY","0.514333035154366","-0.0470100978536871"
"175","BIOCARTA_RAS_PATHWAY","0.393230742743145","0.370116287395997"
"176","BIOCARTA_NKCELLS_PATHWAY","0.465276188054043","0.105294829786565"
"177","BIOCARTA_RB_PATHWAY","0.401019084031595","-0.0470855304248474"
"178","BIOCARTA_BAD_PATHWAY","0.615930861632802","0.0135075892912589"
"179","BIOCARTA_CK1_PATHWAY","0.490934722017412","-0.119357881526377"
"180","BIOCARTA_EIF2_PATHWAY","0.3495909264673","-0.0243590216709891"
"181","BIOCARTA_EIF4_PATHWAY","0.766987150784417","-0.0963640593051651"
"182","BIOCARTA_STEM_PATHWAY","0.391987975205058","-0.121908407478425"
"183","BIOCARTA_P27_PATHWAY","0.388872445855744","0.0282609860898064"
"184","BIOCARTA_PGC1A_PATHWAY","0.435848279001857","-0.0393657683753495"
"185","BIOCARTA_PML_PATHWAY","0.35990923262901","0.370552172088919"
"186","BIOCARTA_DREAM_PATHWAY","0.37237314884471","0.199638630554518"
"187","BIOCARTA_LEPTIN_PATHWAY","0.325560523841526","0.248209581632248"
"188","BIOCARTA_RHO_PATHWAY","0.451000994430529","0.187385118107616"
"189","BIOCARTA_AKAP13_PATHWAY","0.266783133775884","0.462743320768534"
"190","BIOCARTA_ATRBRCA_PATHWAY","0.551032833367481","0.0560978359567568"
"191","BIOCARTA_CARDIACEGF_PATHWAY","0.374857991940396","0.312126871211057"
"192","BIOCARTA_HER2_PATHWAY","0.634380086661261","-0.00573948939052775"
"193","BIOCARTA_ERK5_PATHWAY","0.377069138152322","0.0349131852244488"
"194","BIOCARTA_MAL_PATHWAY","0.456847440673944","0.0865719867904411"
"195","BIOCARTA_MEF2D_PATHWAY","0.52212831118352","0.0667481437361155"
"196","BIOCARTA_MITOCHONDRIA_PATHWAY","0.471208719960009","0.161141216018595"
"197","BIOCARTA_ACH_PATHWAY","0.399942888148767","-0.0443404928680159"
"198","BIOCARTA_PARKIN_PATHWAY","0.282189394007793","0.35869111282895"
"199","BIOCARTA_CDC42RAC_PATHWAY","0.326712398636377","-0.0418660861780597"
"200","BIOCARTA_RANMS_PATHWAY","0.336570397177711","0.163388080146519"
"201","BIOCARTA_BARR_MAPK_PATHWAY","0.530361193875414","-0.0967890367642106"
"202","BIOCARTA_TOB1_PATHWAY","0.432995679021393","0.238800690690894"
"203","BIOCARTA_BARRESTIN_SRC_PATHWAY","0.596923017492218","-0.077399877601592"
"204","BIOCARTA_NKT_PATHWAY","0.761091069648704","0.0667870418177034"
"205","BIOCARTA_IL1R_PATHWAY","0.860799387198655","0.0694352951549503"
"206","BIOCARTA_MET_PATHWAY","1.0037824961638","0.158916110103801"
"207","BIOCARTA_GPCR_PATHWAY","0.731639754781484","0.500537950495742"
"208","BIOCARTA_IGF1MTOR_PATHWAY","0.619178601119885","-0.151239079336858"
"209","BIOCARTA_SODD_PATHWAY","0.409239844004263","-0.0567036389741707"
"210","BIOCARTA_SHH_PATHWAY","0.2659418813266","0.557733338497437"
"211","BIOCARTA_PTC1_PATHWAY","0.354010351658154","0.0026054282322355"
"212","BIOCARTA_SPRY_PATHWAY","0.546140698899276","-0.27435016436496"
"213","BIOCARTA_BARRESTIN_PATHWAY","0.385274448652351","0.0448844780024149"
"214","BIOCARTA_STATHMIN_PATHWAY","0.460816925873034","0.381752952865456"
"215","BIOCARTA_HSP27_PATHWAY","0.399328036711862","0.0180920492094358"
"216","BIOCARTA_TCR_PATHWAY","0.565416364579873","0.345236964152333"
"217","BIOCARTA_TCYTOTOXIC_PATHWAY","0.49430086708771","0.132218092477421"
"218","BIOCARTA_THELPER_PATHWAY","0.521796216053174","0.147811886139976"
"219","BIOCARTA_TALL1_PATHWAY","0.255279896632921","0.54803343235489"
"220","BIOCARTA_TEL_PATHWAY","0.491724599200159","0.00740579645484324"
"221","BIOCARTA_TGFB_PATHWAY","0.39402957232669","0.31257014957903"
"222","BIOCARTA_TH1TH2_PATHWAY","0.339409869176674","0.520389339460296"
"223","BIOCARTA_41BB_PATHWAY","0.368803120326287","0.209422390495079"
"224","BIOCARTA_CTLA4_PATHWAY","0.678240943913036","0.127598025005976"
"225","BIOCARTA_LONGEVITY_PATHWAY","0.390475956618254","0.0817884795755798"
"226","BIOCARTA_SARS_PATHWAY","0.339004139457976","-0.237658165368861"
"227","BIOCARTA_PAR1_PATHWAY","0.371873815926151","0.343494289023655"
"228","BIOCARTA_STRESS_PATHWAY","0.526424857542769","0.13444930394788"
"229","BIOCARTA_TNFR1_PATHWAY","0.973649389971606","0.0671620984506521"
"230","BIOCARTA_TNFR2_PATHWAY","0.424457925865895","0.0257787206905154"
"231","BIOCARTA_TOLL_PATHWAY","0.700277337307086","0.0716797132400401"
"232","BIOCARTA_TPO_PATHWAY","0.692654363429785","0.104890535546364"
"233","BIOCARTA_CREB_PATHWAY","0.427452534068981","0.248252326351741"
"234","BIOCARTA_CARM1_PATHWAY","0.367446604485924","0.195106494551197"
"235","BIOCARTA_TFF_PATHWAY","0.770868835325904","-0.0941681180886025"
"236","BIOCARTA_TRKA_PATHWAY","0.289840855166811","0.52388098922203"
"237","BIOCARTA_ARF_PATHWAY","0.394774699081197","0.338619165966383"
"238","BIOCARTA_UCALPAIN_PATHWAY","0.41785592414026","-0.0146017345851257"
"239","BIOCARTA_VEGF_PATHWAY","0.574380931116982","0.326337560560473"
"240","BIOCARTA_VITCB_PATHWAY","0.354510758520885","-0.0276679323381521"
"241","BIOCARTA_WNT_PATHWAY","0.61785072896983","0.283552245425773"
"242","BIOCARTA_ACTINY_PATHWAY","0.34009501642017","0.208412684217664"
"243","BIOCARTA_PDZS_PATHWAY","0.309083698597781","0.460772719868129"
"244","BIOCARTA_RACC_PATHWAY","0.421070917676614","0.233842352619283"
"245","BIOCARTA_EICOSANOID_PATHWAY","0.434716547154644","0.112809623488305"
"246","BIOCARTA_CHREBP_PATHWAY","0.52060852533641","0.060199912681653"
"247","BIOCARTA_LIS1_PATHWAY","0.467633526266807","0.104780332627457"
"248","BIOCARTA_HSWI_SNF_PATHWAY","0.322045805622637","0.310575721464593"
"249","BIOCARTA_PCAF_PATHWAY","0.366769189830341","0.36912884656565"
"250","BIOCARTA_LYMPHOCYTE_PATHWAY","0.429725450209379","-0.466710016330545"
"251","BIOCARTA_AMAN_PATHWAY","0.340271155998151","0.339898955727006"
"252","BIOCARTA_NEUTROPHIL_PATHWAY","0.400332493273937","-0.340342896126859"
"253","BIOCARTA_EFP_PATHWAY","0.609348785482531","-0.184310013400742"
"254","BIOCARTA_CREM_PATHWAY","0.287087772576226","0.175576369006276"
"255","BIOCARTA_ERAD_PATHWAY","0.29651034569809","0.582226014904848"
"256","BIOCARTA_BTG2_PATHWAY","0.347526288286395","0.151788536799449"
"257","BIOCARTA_TERT_PATHWAY","0.324481219868427","0.125224048994204"
"258","BIOCARTA_GHRELIN_PATHWAY","0.409541033498369","-0.191421540273848"
"259","BIOCARTA_VOBESITY_PATHWAY","0.378856121435486","-0.11922430791558"
"260","BIOCARTA_ERBB3_PATHWAY","0.309039116532441","-0.0379221274582087"
"261","BIOCARTA_CTBP1_PATHWAY","0.259352873806339","0.519940429428864"
"262","BIOCARTA_PRION_PATHWAY","0.378431273663655","0.0275110020868209"
"263","BIOCARTA_PLK3_PATHWAY","0.341095282648612","-0.0365371897583908"
"264","BIOCARTA_FXR_PATHWAY","0.322075607042229","0.0325395837284062"
"265","BIOCARTA_MHC_PATHWAY","0.379856228624757","-0.186900669771557"
"266","BIOCARTA_ACETAMINOPHEN_PATHWAY","0.33959300951709","-0.253751701132174"
"267","BIOCARTA_PRC2_PATHWAY","0.449257698526579","-0.213377488019974"
"268","BIOCARTA_SM_PATHWAY","0.330018860103067","0.506252477668652"
"269","BIOCARTA_RANBP2_PATHWAY","0.297336935270241","0.3913227008167"
"270","BIOCARTA_IRES_PATHWAY","0.328636122847787","0.065873342826427"
"271","BIOCARTA_PLC_PATHWAY","0.315779406821458","0.195108618561277"
"272","BIOCARTA_BBCELL_PATHWAY","0.313933968956362","0.24220074306336"
"273","BIOCARTA_CDC25_PATHWAY","0.326728560592222","0.0913095027951893"
"274","BIOCARTA_DSP_PATHWAY","0.315353890960579","0.194899174768313"
"275","BIOCARTA_NPC_PATHWAY","0.299198401283232","0.333617248666444"
"276","BIOCARTA_FLUMAZENIL_PATHWAY","0.371491392543349","-0.263265479976984"
"277","BIOCARTA_MELANOCYTE_PATHWAY","0.305271222415136","0.155365991977418"
"278","BIOCARTA_S1P_PATHWAY","0.332853680588628","-0.0489463268641729"
"279","BIOCARTA_HBX_PATHWAY","0.335174584839741","-0.178946731143684"
"280","BIOCARTA_MALATEX_PATHWAY","0.336679167354011","-0.0601815996843716"
"281","BIOCARTA_TSP1_PATHWAY","0.277758957906783","0.368095409386386"
"282","BIOCARTA_NPP1_PATHWAY","0.374912522635363","0.13453030033324"
"283","BIOCARTA_CPSF_PATHWAY","0.327246621705407","0.139744149266898"
"284","BIOCARTA_HES_PATHWAY","0.299122698203189","0.372051558017285"
"285","BIOCARTA_ERBB4_PATHWAY","0.312177829272639","-0.0283578491035421"
"286","BIOCARTA_RHODOPSIN_PATHWAY","0.321185519361745","0.467238862459838"
"287","BIOCARTA_RNAPOL3_PATHWAY","0.283083105506409","0.346785039878528"
"288","BIOCARTA_TERC_PATHWAY","0.273620302979091","0.370871043057198"
"289","BIOCARTA_EOSINOPHILS_PATHWAY","0.299465986077766","0.15582108465685"
"290","BIOCARTA_REELIN_PATHWAY","0.286762710493816","0.249097192263728"
"291","BIOCARTA_BARD1_PATHWAY","0.289116139902634","0.304189327829852"
"292","BIOCARTA_LDL_PATHWAY","0.303685772215768","0.144330320080051"
"293","BIOCARTA_SAM68_PATHWAY","0.293623268926748","0.17775275615467"
"294","BIOCARTA_FBW7_PATHWAY","0.331565499114758","0.0159219185936649"
"295","BIOCARTA_CB1R_PATHWAY","0.293046580555837","0.25588161503174"
"296","BIOCARTA_SUMO_PATHWAY","0.263817889770177","0.405904357945479"
"297","BIOCARTA_IFNA_PATHWAY","0.342498904010086","-0.174469831982958"
"298","BIOCARTA_PKC_PATHWAY","0.333000383181378","-0.0216187871372467"
"299","BIOCARTA_PPARG_PATHWAY","0.361164204227706","-0.26642230759436"
"300","BIOCARTA_ION_PATHWAY","0.297830910603911","0.106789946126778"
"301","BIOCARTA_PELP1_PATHWAY","0.330669384233181","-0.276262697523192"
"302","BIOCARTA_STAT3_PATHWAY","0.321005892109029","0.158863164390299"
"303","BIOCARTA_EEA1_PATHWAY","0.324558554093046","-0.0290407525891466"
"304","BIOCARTA_MITR_PATHWAY","0.332022554833149","-0.354464595867447"
"305","BIOCARTA_CIRCADIAN_PATHWAY","0.315589006429862","0.080834630821772"
"306","BIOCARTA_RECK_PATHWAY","0.32609793712702","0.0438229153114565"
"307","BIOCARTA_MSP_PATHWAY","0.298189225234816","0.198720955735403"
"308","BIOCARTA_SLRP_PATHWAY","0.284912287288062","0.297997095781061"
"309","BIOCARTA_ALTERNATIVE_PATHWAY","0.38292739548987","-0.195958463599084"
"310","BIOCARTA_FOSB_PATHWAY","0.272446346773627","0.317843722753585"
"311","BIOCARTA_NOTCH_PATHWAY","0.326781839475293","-0.111970126251921"
"312","BIOCARTA_TUBBY_PATHWAY","0.312355342364808","-0.168167973602368"
"313","BIOCARTA_MRP_PATHWAY","0.342971461401396","-0.160890301861307"
"314","BIOCARTA_DICER_PATHWAY","0.327417312489348","-0.0762168657018502"
"315","BIOCARTA_PLCD_PATHWAY","0.294556215252258","0.135781057681253"
"316","BIOCARTA_RAN_PATHWAY","0.290041905347242","0.213920062127833"
"317","BIOCARTA_WNT_LRP6_PATHWAY","0.303748410912025","-0.00926008868657177"
"318","BIOCARTA_PEPI_PATHWAY","0.350944775638818","-0.133576918303108"
"319","BIOCARTA_IFNG_PATHWAY","0.331487836788247","-0.108488686096288"
"320","BIOCARTA_BOTULIN_PATHWAY","0.331500818923174","-0.14635306578159"
"321","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","0.353519029438437","0.446375151992441"
"322","KEGG_CITRATE_CYCLE_TCA_CYCLE","1.18208331094807","-0.150013536121894"
"323","KEGG_PENTOSE_PHOSPHATE_PATHWAY","0.498870352252129","0.489220405073706"
"324","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS","0.908559202766282","-0.0468117202244385"
"325","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","2.004094375901","0.250122737565871"
"326","KEGG_GALACTOSE_METABOLISM","0.397149784183635","0.295149208220462"
"327","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","1.10468711096038","0.0507663597081208"
"328","KEGG_FATTY_ACID_METABOLISM","0.307581582852591","0.526238874065206"
"329","KEGG_STEROID_BIOSYNTHESIS","0.496530826258304","-0.128491099134773"
"330","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","0.433837855499183","-0.0114037511978121"
"331","KEGG_STEROID_HORMONE_BIOSYNTHESIS","0.538570913429219","0.199515518384935"
"332","KEGG_OXIDATIVE_PHOSPHORYLATION","0.616969334937915","-0.114565791050723"
"333","KEGG_PURINE_METABOLISM","0.40351549573083","0.226054644995339"
"334","KEGG_PYRIMIDINE_METABOLISM","0.317431987465906","0.445673837793671"
